"subject" "activity"
"2431" 20 "SITTING"
"2432" 20 "SITTING"
"2433" 20 "SITTING"
"2434" 20 "SITTING"
"2435" 20 "SITTING"
"2436" 20 "SITTING"
"2437" 20 "SITTING"
"2438" 20 "SITTING"
"2439" 20 "SITTING"
"2440" 20 "SITTING"
"2441" 20 "SITTING"
"2442" 20 "SITTING"
"2443" 20 "SITTING"
"2444" 20 "SITTING"
"2445" 20 "SITTING"
"2446" 20 "SITTING"
"2447" 20 "SITTING"
"2448" 20 "SITTING"
"2449" 20 "SITTING"
"2450" 20 "SITTING"
"2451" 20 "SITTING"
"2452" 20 "SITTING"
"2453" 20 "SITTING"
"2454" 20 "SITTING"
"2455" 20 "SITTING"
"2456" 20 "SITTING"
"2457" 20 "SITTING"
"2458" 20 "LAYING"
"2459" 20 "LAYING"
"2460" 20 "LAYING"
"2461" 20 "LAYING"
"2462" 20 "LAYING"
"2463" 20 "LAYING"
"2464" 20 "LAYING"
"2465" 20 "LAYING"
"2466" 20 "LAYING"
"2467" 20 "LAYING"
"2468" 20 "LAYING"
"2469" 20 "LAYING"
"2470" 20 "LAYING"
"2471" 20 "LAYING"
"2472" 20 "LAYING"
"2473" 20 "LAYING"
"2474" 20 "LAYING"
"2475" 20 "LAYING"
"2476" 20 "LAYING"
"2477" 20 "LAYING"
"2478" 20 "LAYING"
"2479" 20 "LAYING"
"2480" 20 "LAYING"
"2481" 20 "LAYING"
"2482" 20 "LAYING"
"2483" 20 "LAYING"
"2484" 20 "LAYING"
"2485" 20 "LAYING"
"2486" 20 "LAYING"
"2487" 20 "LAYING"
"2488" 20 "LAYING"
"2489" 20 "LAYING"
"2490" 20 "LAYING"
"2491" 20 "LAYING"
"2492" 20 "LAYING"
"2493" 20 "LAYING"
"2494" 20 "LAYING"
"2495" 20 "WALKING"
"2496" 20 "WALKING"
"2497" 20 "WALKING"
"2498" 20 "WALKING"
"2499" 20 "WALKING"
"2500" 20 "WALKING"
"2501" 20 "WALKING"
"2502" 20 "WALKING"
"2503" 20 "WALKING"
"2504" 20 "WALKING"
"2505" 20 "WALKING"
"2506" 20 "WALKING"
"2507" 20 "WALKING"
"2508" 20 "WALKING"
"2509" 20 "WALKING"
"2510" 20 "WALKING"
"2511" 20 "WALKING"
"2512" 20 "WALKING"
"2513" 20 "WALKING"
"2514" 20 "WALKING"
"2515" 20 "WALKING"
"2516" 20 "WALKING"
"2517" 20 "WALKING"
"2518" 20 "WALKING"
"2519" 20 "WALKING_DOWNSTAIRS"
"2520" 20 "WALKING_DOWNSTAIRS"
"2521" 20 "WALKING_DOWNSTAIRS"
"2522" 20 "WALKING_DOWNSTAIRS"
"2523" 20 "WALKING_DOWNSTAIRS"
"2524" 20 "WALKING_DOWNSTAIRS"
"2525" 20 "WALKING_DOWNSTAIRS"
"2526" 20 "WALKING_DOWNSTAIRS"
"2527" 20 "WALKING_DOWNSTAIRS"
"2528" 20 "WALKING_DOWNSTAIRS"
"2529" 20 "WALKING_DOWNSTAIRS"
"2530" 20 "WALKING_DOWNSTAIRS"
"2531" 20 "WALKING_DOWNSTAIRS"
"2532" 20 "WALKING_DOWNSTAIRS"
"2533" 20 "WALKING_DOWNSTAIRS"
"2534" 20 "WALKING_DOWNSTAIRS"
"2535" 20 "WALKING_DOWNSTAIRS"
"2536" 20 "WALKING_DOWNSTAIRS"
"2537" 20 "WALKING_DOWNSTAIRS"
"2538" 20 "WALKING_DOWNSTAIRS"
"2539" 20 "WALKING_DOWNSTAIRS"
"2540" 20 "WALKING_DOWNSTAIRS"
"2541" 20 "WALKING_DOWNSTAIRS"
"2542" 20 "WALKING_UPSTAIRS"
"2543" 20 "WALKING_UPSTAIRS"
"2544" 20 "WALKING_UPSTAIRS"
"2545" 20 "WALKING_UPSTAIRS"
"2546" 20 "WALKING_UPSTAIRS"
"2547" 20 "WALKING_UPSTAIRS"
"2548" 20 "WALKING_UPSTAIRS"
"2549" 20 "WALKING_UPSTAIRS"
"2550" 20 "WALKING_UPSTAIRS"
"2551" 20 "WALKING_UPSTAIRS"
"2552" 20 "WALKING_UPSTAIRS"
"2553" 20 "WALKING_UPSTAIRS"
"2554" 20 "WALKING_UPSTAIRS"
"2555" 20 "WALKING_UPSTAIRS"
"2556" 20 "WALKING_UPSTAIRS"
"2557" 20 "WALKING_UPSTAIRS"
"2558" 20 "WALKING_UPSTAIRS"
"2559" 20 "WALKING_UPSTAIRS"
"2560" 20 "WALKING_UPSTAIRS"
"2561" 20 "WALKING_UPSTAIRS"
"2562" 20 "WALKING_UPSTAIRS"
"2563" 20 "WALKING_UPSTAIRS"
"2564" 20 "WALKING_UPSTAIRS"
"2565" 20 "WALKING_UPSTAIRS"
"2566" 20 "WALKING_UPSTAIRS"
"2567" 24 "STANDING"
"2568" 24 "STANDING"
"2569" 24 "STANDING"
"2570" 24 "STANDING"
"2571" 24 "STANDING"
"2572" 24 "STANDING"
"2573" 24 "STANDING"
"2574" 24 "STANDING"
"2575" 24 "STANDING"
"2576" 24 "STANDING"
"2577" 24 "STANDING"
"2578" 24 "STANDING"
"2579" 24 "STANDING"
"2580" 24 "STANDING"
"2581" 24 "STANDING"
"2582" 24 "STANDING"
"2583" 24 "STANDING"
"2584" 24 "STANDING"
"2585" 24 "STANDING"
"2586" 24 "STANDING"
"2587" 24 "STANDING"
"2588" 24 "STANDING"
"2589" 24 "STANDING"
"2590" 24 "STANDING"
"2591" 24 "STANDING"
"2592" 24 "STANDING"
"2593" 24 "STANDING"
"2594" 24 "STANDING"
"2595" 24 "STANDING"
"2596" 24 "STANDING"
"2597" 24 "STANDING"
"2598" 24 "STANDING"
"2599" 24 "STANDING"
"2600" 24 "SITTING"
"2601" 24 "SITTING"
"2602" 24 "SITTING"
"2603" 24 "SITTING"
"2604" 24 "SITTING"
"2605" 24 "SITTING"
"2606" 24 "SITTING"
"2607" 24 "SITTING"
"2608" 24 "SITTING"
"2609" 24 "SITTING"
"2610" 24 "SITTING"
"2611" 24 "SITTING"
"2612" 24 "SITTING"
"2613" 24 "SITTING"
"2614" 24 "SITTING"
"2615" 24 "SITTING"
"2616" 24 "SITTING"
"2617" 24 "SITTING"
"2618" 24 "SITTING"
"2619" 24 "SITTING"
"2620" 24 "SITTING"
"2621" 24 "SITTING"
"2622" 24 "SITTING"
"2623" 24 "SITTING"
"2624" 24 "SITTING"
"2625" 24 "SITTING"
"2626" 24 "SITTING"
"2627" 24 "SITTING"
"2628" 24 "SITTING"
"2629" 24 "SITTING"
"2630" 24 "SITTING"
"2631" 24 "SITTING"
"2632" 24 "SITTING"
"2633" 24 "SITTING"
"2634" 24 "LAYING"
"2635" 24 "LAYING"
"2636" 24 "LAYING"
"2637" 24 "LAYING"
"2638" 24 "LAYING"
"2639" 24 "LAYING"
"2640" 24 "LAYING"
"2641" 24 "LAYING"
"2642" 24 "LAYING"
"2643" 24 "LAYING"
"2644" 24 "LAYING"
"2645" 24 "LAYING"
"2646" 24 "LAYING"
"2647" 24 "LAYING"
"2648" 24 "LAYING"
"2649" 24 "LAYING"
"2650" 24 "LAYING"
"2651" 24 "LAYING"
"2652" 24 "LAYING"
"2653" 24 "LAYING"
"2654" 24 "LAYING"
"2655" 24 "LAYING"
"2656" 24 "LAYING"
"2657" 24 "LAYING"
"2658" 24 "LAYING"
"2659" 24 "LAYING"
"2660" 24 "LAYING"
"2661" 24 "LAYING"
"2662" 24 "LAYING"
"2663" 24 "LAYING"
"2664" 24 "LAYING"
"2665" 24 "LAYING"
"2666" 24 "LAYING"
"2667" 24 "LAYING"
"2668" 24 "LAYING"
"2669" 24 "LAYING"
"2670" 24 "WALKING"
"2671" 24 "WALKING"
"2672" 24 "WALKING"
"2673" 24 "WALKING"
"2674" 24 "WALKING"
"2675" 24 "WALKING"
"2676" 24 "WALKING"
"2677" 24 "WALKING"
"2678" 24 "WALKING"
"2679" 24 "WALKING"
"2680" 24 "WALKING"
"2681" 24 "WALKING"
"2682" 24 "WALKING"
"2683" 24 "WALKING"
"2684" 24 "WALKING"
"2685" 24 "WALKING"
"2686" 24 "WALKING"
"2687" 24 "WALKING"
"2688" 24 "WALKING"
"2689" 24 "WALKING"
"2690" 24 "WALKING"
"2691" 24 "WALKING"
"2692" 24 "WALKING"
"2693" 24 "WALKING"
"2694" 24 "WALKING"
"2695" 24 "WALKING"
"2696" 24 "WALKING"
"2697" 24 "WALKING"
"2698" 24 "WALKING_DOWNSTAIRS"
"2699" 24 "WALKING_DOWNSTAIRS"
"2700" 24 "WALKING_DOWNSTAIRS"
"2701" 24 "WALKING_DOWNSTAIRS"
"2702" 24 "WALKING_DOWNSTAIRS"
"2703" 24 "WALKING_DOWNSTAIRS"
"2704" 24 "WALKING_DOWNSTAIRS"
"2705" 24 "WALKING_DOWNSTAIRS"
"2706" 24 "WALKING_DOWNSTAIRS"
"2707" 24 "WALKING_DOWNSTAIRS"
"2708" 24 "WALKING_DOWNSTAIRS"
"2709" 24 "WALKING_DOWNSTAIRS"
"2710" 24 "WALKING_DOWNSTAIRS"
"2711" 24 "WALKING_DOWNSTAIRS"
"2712" 24 "WALKING_DOWNSTAIRS"
"2713" 24 "WALKING_DOWNSTAIRS"
"2714" 24 "WALKING_DOWNSTAIRS"
"2715" 24 "WALKING_DOWNSTAIRS"
"2716" 24 "WALKING_DOWNSTAIRS"
"2717" 24 "WALKING_DOWNSTAIRS"
"2718" 24 "WALKING_DOWNSTAIRS"
"2719" 24 "WALKING_DOWNSTAIRS"
"2720" 24 "WALKING_DOWNSTAIRS"
"2721" 24 "WALKING_DOWNSTAIRS"
"2722" 24 "WALKING_DOWNSTAIRS"
"2723" 24 "WALKING_DOWNSTAIRS"
"2724" 24 "WALKING_DOWNSTAIRS"
"2725" 24 "WALKING_UPSTAIRS"
"2726" 24 "WALKING_UPSTAIRS"
"2727" 24 "WALKING_UPSTAIRS"
"2728" 24 "WALKING_UPSTAIRS"
"2729" 24 "WALKING_UPSTAIRS"
"2730" 24 "WALKING_UPSTAIRS"
"2731" 24 "WALKING_UPSTAIRS"
"2732" 24 "WALKING_UPSTAIRS"
"2733" 24 "WALKING_UPSTAIRS"
"2734" 24 "WALKING_UPSTAIRS"
"2735" 24 "WALKING_UPSTAIRS"
"2736" 24 "WALKING_UPSTAIRS"
"2737" 24 "WALKING_UPSTAIRS"
"2738" 24 "WALKING_UPSTAIRS"
"2739" 24 "WALKING_UPSTAIRS"
"2740" 24 "WALKING_UPSTAIRS"
"2741" 24 "WALKING_UPSTAIRS"
"2742" 24 "WALKING_UPSTAIRS"
"2743" 24 "WALKING_UPSTAIRS"
"2744" 24 "WALKING_UPSTAIRS"
"2745" 24 "WALKING_UPSTAIRS"
"2746" 24 "WALKING_UPSTAIRS"
"2747" 24 "WALKING_UPSTAIRS"
"2748" 24 "WALKING_UPSTAIRS"
"2749" 24 "WALKING_UPSTAIRS"
"2750" 24 "WALKING_UPSTAIRS"
"2751" 24 "WALKING_UPSTAIRS"
"2752" 24 "WALKING_UPSTAIRS"
"2753" 24 "WALKING_UPSTAIRS"
"2754" 24 "STANDING"
"2755" 24 "STANDING"
"2756" 24 "STANDING"
"2757" 24 "STANDING"
"2758" 24 "STANDING"
"2759" 24 "STANDING"
"2760" 24 "STANDING"
"2761" 24 "STANDING"
"2762" 24 "STANDING"
"2763" 24 "STANDING"
"2764" 24 "STANDING"
"2765" 24 "STANDING"
"2766" 24 "STANDING"
"2767" 24 "STANDING"
"2768" 24 "STANDING"
"2769" 24 "STANDING"
"2770" 24 "STANDING"
"2771" 24 "STANDING"
"2772" 24 "STANDING"
"2773" 24 "STANDING"
"2774" 24 "STANDING"
"2775" 24 "STANDING"
"2776" 24 "STANDING"
"2777" 24 "STANDING"
"2778" 24 "STANDING"
"2779" 24 "STANDING"
"2780" 24 "STANDING"
"2781" 24 "STANDING"
"2782" 24 "STANDING"
"2783" 24 "STANDING"
"2784" 24 "STANDING"
"2785" 24 "STANDING"
"2786" 24 "STANDING"
"2787" 24 "STANDING"
"2788" 24 "STANDING"
"2789" 24 "STANDING"
"2790" 24 "SITTING"
"2791" 24 "SITTING"
"2792" 24 "SITTING"
"2793" 24 "SITTING"
"2794" 24 "SITTING"
"2795" 24 "SITTING"
"2796" 24 "SITTING"
"2797" 24 "SITTING"
"2798" 24 "SITTING"
"2799" 24 "SITTING"
"2800" 24 "SITTING"
"2801" 24 "SITTING"
"2802" 24 "SITTING"
"2803" 24 "SITTING"
"2804" 24 "SITTING"
"2805" 24 "SITTING"
"2806" 24 "SITTING"
"2807" 24 "SITTING"
"2808" 24 "SITTING"
"2809" 24 "SITTING"
"2810" 24 "SITTING"
"2811" 24 "SITTING"
"2812" 24 "SITTING"
"2813" 24 "SITTING"
"2814" 24 "SITTING"
"2815" 24 "SITTING"
"2816" 24 "SITTING"
"2817" 24 "SITTING"
"2818" 24 "SITTING"
"2819" 24 "SITTING"
"2820" 24 "SITTING"
"2821" 24 "SITTING"
"2822" 24 "SITTING"
"2823" 24 "SITTING"
"2824" 24 "LAYING"
"2825" 24 "LAYING"
"2826" 24 "LAYING"
"2827" 24 "LAYING"
"2828" 24 "LAYING"
"2829" 24 "LAYING"
"2830" 24 "LAYING"
"2831" 24 "LAYING"
"2832" 24 "LAYING"
"2833" 24 "LAYING"
"2834" 24 "LAYING"
"2835" 24 "LAYING"
"2836" 24 "LAYING"
"2837" 24 "LAYING"
"2838" 24 "LAYING"
"2839" 24 "LAYING"
"2840" 24 "LAYING"
"2841" 24 "LAYING"
"2842" 24 "LAYING"
"2843" 24 "LAYING"
"2844" 24 "LAYING"
"2845" 24 "LAYING"
"2846" 24 "LAYING"
"2847" 24 "LAYING"
"2848" 24 "LAYING"
"2849" 24 "LAYING"
"2850" 24 "LAYING"
"2851" 24 "LAYING"
"2852" 24 "LAYING"
"2853" 24 "LAYING"
"2854" 24 "LAYING"
"2855" 24 "LAYING"
"2856" 24 "LAYING"
"2857" 24 "LAYING"
"2858" 24 "LAYING"
"2859" 24 "LAYING"
"2860" 24 "WALKING"
"2861" 24 "WALKING"
"2862" 24 "WALKING"
"2863" 24 "WALKING"
"2864" 24 "WALKING"
"2865" 24 "WALKING"
"2866" 24 "WALKING"
"2867" 24 "WALKING"
"2868" 24 "WALKING"
"2869" 24 "WALKING"
"2870" 24 "WALKING"
"2871" 24 "WALKING"
"2872" 24 "WALKING"
"2873" 24 "WALKING"
"2874" 24 "WALKING"
"2875" 24 "WALKING"
"2876" 24 "WALKING"
"2877" 24 "WALKING"
"2878" 24 "WALKING"
"2879" 24 "WALKING"
"2880" 24 "WALKING"
"2881" 24 "WALKING"
"2882" 24 "WALKING"
"2883" 24 "WALKING"
"2884" 24 "WALKING"
"2885" 24 "WALKING"
"2886" 24 "WALKING"
"2887" 24 "WALKING"
"2888" 24 "WALKING"
"2889" 24 "WALKING"
"2890" 24 "WALKING_DOWNSTAIRS"
"2891" 24 "WALKING_DOWNSTAIRS"
"2892" 24 "WALKING_DOWNSTAIRS"
"2893" 24 "WALKING_DOWNSTAIRS"
"2894" 24 "WALKING_DOWNSTAIRS"
"2895" 24 "WALKING_DOWNSTAIRS"
"2896" 24 "WALKING_DOWNSTAIRS"
"2897" 24 "WALKING_DOWNSTAIRS"
"2898" 24 "WALKING_DOWNSTAIRS"
"2899" 24 "WALKING_DOWNSTAIRS"
"2900" 24 "WALKING_DOWNSTAIRS"
"2901" 24 "WALKING_DOWNSTAIRS"
"2902" 24 "WALKING_DOWNSTAIRS"
"2903" 24 "WALKING_DOWNSTAIRS"
"2904" 24 "WALKING_DOWNSTAIRS"
"2905" 24 "WALKING_DOWNSTAIRS"
"2906" 24 "WALKING_DOWNSTAIRS"
"2907" 24 "WALKING_DOWNSTAIRS"
"2908" 24 "WALKING_DOWNSTAIRS"
"2909" 24 "WALKING_UPSTAIRS"
"2910" 24 "WALKING_UPSTAIRS"
"2911" 24 "WALKING_UPSTAIRS"
"2912" 24 "WALKING_UPSTAIRS"
"2913" 24 "WALKING_UPSTAIRS"
"2914" 24 "WALKING_UPSTAIRS"
"2915" 24 "WALKING_UPSTAIRS"
"2916" 24 "WALKING_UPSTAIRS"
"2917" 24 "WALKING_UPSTAIRS"
"2918" 24 "WALKING_UPSTAIRS"
"2919" 24 "WALKING_UPSTAIRS"
"2920" 24 "WALKING_UPSTAIRS"
"2921" 24 "WALKING_UPSTAIRS"
"2922" 24 "WALKING_UPSTAIRS"
"2923" 24 "WALKING_UPSTAIRS"
"2924" 24 "WALKING_UPSTAIRS"
"2925" 24 "WALKING_UPSTAIRS"
"2926" 24 "WALKING_UPSTAIRS"
"2927" 24 "WALKING_UPSTAIRS"
"2928" 24 "WALKING_UPSTAIRS"
"2929" 24 "WALKING_DOWNSTAIRS"
"2930" 24 "WALKING_DOWNSTAIRS"
"2931" 24 "WALKING_DOWNSTAIRS"
"2932" 24 "WALKING_DOWNSTAIRS"
"2933" 24 "WALKING_DOWNSTAIRS"
"2934" 24 "WALKING_DOWNSTAIRS"
"2935" 24 "WALKING_DOWNSTAIRS"
"2936" 24 "WALKING_DOWNSTAIRS"
"2937" 24 "WALKING_DOWNSTAIRS"
"2938" 24 "WALKING_UPSTAIRS"
"2939" 24 "WALKING_UPSTAIRS"
"2940" 24 "WALKING_UPSTAIRS"
"2941" 24 "WALKING_UPSTAIRS"
"2942" 24 "WALKING_UPSTAIRS"
"2943" 24 "WALKING_UPSTAIRS"
"2944" 24 "WALKING_UPSTAIRS"
"2945" 24 "WALKING_UPSTAIRS"
"2946" 24 "WALKING_UPSTAIRS"
"2947" 24 "WALKING_UPSTAIRS"
"2948" 1 "STANDING"
"2949" 1 "STANDING"
"2950" 1 "STANDING"
"2951" 1 "STANDING"
"2952" 1 "STANDING"
"2953" 1 "STANDING"
"2954" 1 "STANDING"
"2955" 1 "STANDING"
"2956" 1 "STANDING"
"2957" 1 "STANDING"
"2958" 1 "STANDING"
"2959" 1 "STANDING"
"2960" 1 "STANDING"
"2961" 1 "STANDING"
"2962" 1 "STANDING"
"2963" 1 "STANDING"
"2964" 1 "STANDING"
"2965" 1 "STANDING"
"2966" 1 "STANDING"
"2967" 1 "STANDING"
"2968" 1 "STANDING"
"2969" 1 "STANDING"
"2970" 1 "STANDING"
"2971" 1 "STANDING"
"2972" 1 "STANDING"
"2973" 1 "STANDING"
"2974" 1 "STANDING"
"2975" 1 "SITTING"
"2976" 1 "SITTING"
"2977" 1 "SITTING"
"2978" 1 "SITTING"
"2979" 1 "SITTING"
"2980" 1 "SITTING"
"2981" 1 "SITTING"
"2982" 1 "SITTING"
"2983" 1 "SITTING"
"2984" 1 "SITTING"
"2985" 1 "SITTING"
"2986" 1 "SITTING"
"2987" 1 "SITTING"
"2988" 1 "SITTING"
"2989" 1 "SITTING"
"2990" 1 "SITTING"
"2991" 1 "SITTING"
"2992" 1 "SITTING"
"2993" 1 "SITTING"
"2994" 1 "SITTING"
"2995" 1 "SITTING"
"2996" 1 "SITTING"
"2997" 1 "SITTING"
"2998" 1 "SITTING"
"2999" 1 "LAYING"
"3000" 1 "LAYING"
"3001" 1 "LAYING"
"3002" 1 "LAYING"
"3003" 1 "LAYING"
"3004" 1 "LAYING"
"3005" 1 "LAYING"
"3006" 1 "LAYING"
"3007" 1 "LAYING"
"3008" 1 "LAYING"
"3009" 1 "LAYING"
"3010" 1 "LAYING"
"3011" 1 "LAYING"
"3012" 1 "LAYING"
"3013" 1 "LAYING"
"3014" 1 "LAYING"
"3015" 1 "LAYING"
"3016" 1 "LAYING"
"3017" 1 "LAYING"
"3018" 1 "LAYING"
"3019" 1 "LAYING"
"3020" 1 "LAYING"
"3021" 1 "LAYING"
"3022" 1 "LAYING"
"3023" 1 "LAYING"
"3024" 1 "LAYING"
"3025" 1 "LAYING"
"3026" 1 "WALKING"
"3027" 1 "WALKING"
"3028" 1 "WALKING"
"3029" 1 "WALKING"
"3030" 1 "WALKING"
"3031" 1 "WALKING"
"3032" 1 "WALKING"
"3033" 1 "WALKING"
"3034" 1 "WALKING"
"3035" 1 "WALKING"
"3036" 1 "WALKING"
"3037" 1 "WALKING"
"3038" 1 "WALKING"
"3039" 1 "WALKING"
"3040" 1 "WALKING"
"3041" 1 "WALKING"
"3042" 1 "WALKING"
"3043" 1 "WALKING"
"3044" 1 "WALKING"
"3045" 1 "WALKING"
"3046" 1 "WALKING"
"3047" 1 "WALKING"
"3048" 1 "WALKING"
"3049" 1 "WALKING"
"3050" 1 "WALKING"
"3051" 1 "WALKING"
"3052" 1 "WALKING"
"3053" 1 "WALKING"
"3054" 1 "WALKING"
"3055" 1 "WALKING"
"3056" 1 "WALKING"
"3057" 1 "WALKING"
"3058" 1 "WALKING"
"3059" 1 "WALKING"
"3060" 1 "WALKING"
"3061" 1 "WALKING"
"3062" 1 "WALKING"
"3063" 1 "WALKING"
"3064" 1 "WALKING"
"3065" 1 "WALKING"
"3066" 1 "WALKING"
"3067" 1 "WALKING"
"3068" 1 "WALKING"
"3069" 1 "WALKING"
"3070" 1 "WALKING"
"3071" 1 "WALKING"
"3072" 1 "WALKING"
"3073" 1 "WALKING_DOWNSTAIRS"
"3074" 1 "WALKING_DOWNSTAIRS"
"3075" 1 "WALKING_DOWNSTAIRS"
"3076" 1 "WALKING_DOWNSTAIRS"
"3077" 1 "WALKING_DOWNSTAIRS"
"3078" 1 "WALKING_DOWNSTAIRS"
"3079" 1 "WALKING_DOWNSTAIRS"
"3080" 1 "WALKING_DOWNSTAIRS"
"3081" 1 "WALKING_DOWNSTAIRS"
"3082" 1 "WALKING_DOWNSTAIRS"
"3083" 1 "WALKING_DOWNSTAIRS"
"3084" 1 "WALKING_DOWNSTAIRS"
"3085" 1 "WALKING_DOWNSTAIRS"
"3086" 1 "WALKING_DOWNSTAIRS"
"3087" 1 "WALKING_DOWNSTAIRS"
"3088" 1 "WALKING_DOWNSTAIRS"
"3089" 1 "WALKING_DOWNSTAIRS"
"3090" 1 "WALKING_DOWNSTAIRS"
"3091" 1 "WALKING_DOWNSTAIRS"
"3092" 1 "WALKING_DOWNSTAIRS"
"3093" 1 "WALKING_DOWNSTAIRS"
"3094" 1 "WALKING_DOWNSTAIRS"
"3095" 1 "WALKING_DOWNSTAIRS"
"3096" 1 "WALKING_DOWNSTAIRS"
"3097" 1 "WALKING_DOWNSTAIRS"
"3098" 1 "WALKING_UPSTAIRS"
"3099" 1 "WALKING_UPSTAIRS"
"3100" 1 "WALKING_UPSTAIRS"
"3101" 1 "WALKING_UPSTAIRS"
"3102" 1 "WALKING_UPSTAIRS"
"3103" 1 "WALKING_UPSTAIRS"
"3104" 1 "WALKING_UPSTAIRS"
"3105" 1 "WALKING_UPSTAIRS"
"3106" 1 "WALKING_UPSTAIRS"
"3107" 1 "WALKING_UPSTAIRS"
"3108" 1 "WALKING_UPSTAIRS"
"3109" 1 "WALKING_UPSTAIRS"
"3110" 1 "WALKING_UPSTAIRS"
"3111" 1 "WALKING_UPSTAIRS"
"3112" 1 "WALKING_UPSTAIRS"
"3113" 1 "WALKING_UPSTAIRS"
"3114" 1 "WALKING_UPSTAIRS"
"3115" 1 "WALKING_UPSTAIRS"
"3116" 1 "WALKING_UPSTAIRS"
"3117" 1 "WALKING_UPSTAIRS"
"3118" 1 "WALKING_UPSTAIRS"
"3119" 1 "WALKING_UPSTAIRS"
"3120" 1 "WALKING_UPSTAIRS"
"3121" 1 "WALKING_UPSTAIRS"
"3122" 1 "WALKING_UPSTAIRS"
"3123" 1 "WALKING_UPSTAIRS"
"3124" 1 "STANDING"
"3125" 1 "STANDING"
"3126" 1 "STANDING"
"3127" 1 "STANDING"
"3128" 1 "STANDING"
"3129" 1 "STANDING"
"3130" 1 "STANDING"
"3131" 1 "STANDING"
"3132" 1 "STANDING"
"3133" 1 "STANDING"
"3134" 1 "STANDING"
"3135" 1 "STANDING"
"3136" 1 "STANDING"
"3137" 1 "STANDING"
"3138" 1 "STANDING"
"3139" 1 "STANDING"
"3140" 1 "STANDING"
"3141" 1 "STANDING"
"3142" 1 "STANDING"
"3143" 1 "STANDING"
"3144" 1 "STANDING"
"3145" 1 "STANDING"
"3146" 1 "STANDING"
"3147" 1 "STANDING"
"3148" 1 "STANDING"
"3149" 1 "STANDING"
"3150" 1 "SITTING"
"3151" 1 "SITTING"
"3152" 1 "SITTING"
"3153" 1 "SITTING"
"3154" 1 "SITTING"
"3155" 1 "SITTING"
"3156" 1 "SITTING"
"3157" 1 "SITTING"
"3158" 1 "SITTING"
"3159" 1 "SITTING"
"3160" 1 "SITTING"
"3161" 1 "LAYING"
"3162" 1 "LAYING"
"3163" 1 "LAYING"
"3164" 1 "LAYING"
"3165" 1 "LAYING"
"3166" 1 "LAYING"
"3167" 1 "LAYING"
"3168" 1 "LAYING"
"3169" 1 "LAYING"
"3170" 1 "LAYING"
"3171" 1 "LAYING"
"3172" 1 "LAYING"
"3173" 1 "SITTING"
"3174" 1 "SITTING"
"3175" 1 "SITTING"
"3176" 1 "SITTING"
"3177" 1 "SITTING"
"3178" 1 "SITTING"
"3179" 1 "SITTING"
"3180" 1 "SITTING"
"3181" 1 "SITTING"
"3182" 1 "SITTING"
"3183" 1 "SITTING"
"3184" 1 "SITTING"
"3185" 1 "LAYING"
"3186" 1 "LAYING"
"3187" 1 "LAYING"
"3188" 1 "LAYING"
"3189" 1 "LAYING"
"3190" 1 "LAYING"
"3191" 1 "LAYING"
"3192" 1 "LAYING"
"3193" 1 "LAYING"
"3194" 1 "LAYING"
"3195" 1 "LAYING"
"3196" 1 "WALKING"
"3197" 1 "WALKING"
"3198" 1 "WALKING"
"3199" 1 "WALKING"
"3200" 1 "WALKING"
"3201" 1 "WALKING"
"3202" 1 "WALKING"
"3203" 1 "WALKING"
"3204" 1 "WALKING"
"3205" 1 "WALKING"
"3206" 1 "WALKING"
"3207" 1 "WALKING"
"3208" 1 "WALKING"
"3209" 1 "WALKING"
"3210" 1 "WALKING"
"3211" 1 "WALKING"
"3212" 1 "WALKING"
"3213" 1 "WALKING"
"3214" 1 "WALKING"
"3215" 1 "WALKING"
"3216" 1 "WALKING"
"3217" 1 "WALKING"
"3218" 1 "WALKING"
"3219" 1 "WALKING"
"3220" 1 "WALKING"
"3221" 1 "WALKING"
"3222" 1 "WALKING"
"3223" 1 "WALKING"
"3224" 1 "WALKING"
"3225" 1 "WALKING"
"3226" 1 "WALKING"
"3227" 1 "WALKING"
"3228" 1 "WALKING"
"3229" 1 "WALKING"
"3230" 1 "WALKING"
"3231" 1 "WALKING"
"3232" 1 "WALKING"
"3233" 1 "WALKING"
"3234" 1 "WALKING"
"3235" 1 "WALKING"
"3236" 1 "WALKING"
"3237" 1 "WALKING"
"3238" 1 "WALKING"
"3239" 1 "WALKING"
"3240" 1 "WALKING"
"3241" 1 "WALKING"
"3242" 1 "WALKING"
"3243" 1 "WALKING"
"3244" 1 "WALKING_DOWNSTAIRS"
"3245" 1 "WALKING_DOWNSTAIRS"
"3246" 1 "WALKING_DOWNSTAIRS"
"3247" 1 "WALKING_DOWNSTAIRS"
"3248" 1 "WALKING_DOWNSTAIRS"
"3249" 1 "WALKING_DOWNSTAIRS"
"3250" 1 "WALKING_DOWNSTAIRS"
"3251" 1 "WALKING_UPSTAIRS"
"3252" 1 "WALKING_UPSTAIRS"
"3253" 1 "WALKING_UPSTAIRS"
"3254" 1 "WALKING_UPSTAIRS"
"3255" 1 "WALKING_UPSTAIRS"
"3256" 1 "WALKING_UPSTAIRS"
"3257" 1 "WALKING_UPSTAIRS"
"3258" 1 "WALKING_UPSTAIRS"
"3259" 1 "WALKING_UPSTAIRS"
"3260" 1 "WALKING_UPSTAIRS"
"3261" 1 "WALKING_UPSTAIRS"
"3262" 1 "WALKING_UPSTAIRS"
"3263" 1 "WALKING_UPSTAIRS"
